gid,role,role_score,cluster_id,priority_score,rank,evidence,depth,is_seed,censored,seeds_upstream,seeds_direct,in_degree,out_degree,in_tx,out_tx,in_sum_kzt,out_sum_kzt,retention,fast_out_share,sync_in_max,co_senders,routes_mid,routes_any,pagerank,betweenness,hub_in,hub_out,clusters_touched,peer_in_degree,peer_out_degree,peer_volume,peer_betweenness,depth_outliers
100000003835149100,peripheral,0.706,5,0.327,406,"Периферия, явных признаков нет: получает от 1 плательщ. (248 тыс ₸); платит 2 получат. (4.6 млн ₸); отдаёт в 18.5 раза больше видимого входа; по обороту больше всех узлов 1-го колена",1,False,False,1,1,1,2,1,13,248500.0,4600440.0,0.0,0.0,1,1,0,2,0.0004889,1.78e-06,0,1,0,0.0,0.7834,0.9979,0.7219,volume
100000004790991100,terminal,0.6291,4,0.3267,407,Конечная точка в данных: получает от 1 плательщ. (239 тыс ₸); повтор. маршрутов: 2; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,4,0,239413.0,0.0,1.0,0.0,1,0,0,2,0.00031131,0.0,1,0,0,0.0,0.0,0.7176,0.0,
100000001427082100,distributor,0.2217,9,0.3265,408,Признаки веерной раздачи: деньги от 2 seed; получает от 1 плательщ. (5 тыс ₸); платит 5 получат. (125 тыс ₸); отдаёт в 25.0 раза больше видимого входа; по числу получателей выше 95% узлов 3-го колена,3,False,False,2,0,1,5,1,6,5000.0,124900.0,0.0,0.0,1,1,0,1,0.00043925,7.847e-05,1,0,0,0.0,0.9569,0.5914,0.9492,out_degree
100000003001661100,distributor,0.2761,12,0.3263,409,Признаки веерной раздачи: получает от 1 плательщ. (110 тыс ₸); платит 5 получат. (440 тыс ₸); отдаёт в 4.0 раза больше видимого входа; по числу получателей выше 95% узлов 3-го колена,3,False,False,1,0,1,5,1,8,110000.0,439500.0,0.0,0.0,1,0,0,0,0.00054649,8.322e-05,0,0,0,0.0,0.9569,0.8794,0.9505,"out_degree,betweenness"
100000003111305100,terminal,0.7959,11,0.3258,410,Конечная точка в данных: деньги от 2 seed; получает от 4 плательщ. (509 тыс ₸); по числу плательщиков выше 98% узлов 3-го колена; исходящих ≥5 тыс ₸ нет,3,False,False,2,0,4,0,4,0,509338.0,0.0,1.0,0.0,2,0,0,0,0.0004036,0.0,4,0,1,0.9873,0.0,0.8706,0.0,in_degree
100000008473207100,terminal,0.6987,27,0.3257,411,Конечная точка в данных: деньги от 4 seed; получает от 1 плательщ. (202 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,4,0,1,0,4,0,202000.0,0.0,1.0,0.0,1,0,0,0,0.00055621,0.0,0,0,0,0.0,0.0,0.6898,0.0,
100000004420041100,distributor,0.322,29,0.3248,412,Признаки веерной раздачи: получает от 1 плательщ. (70 тыс ₸); платит 7 получат. (652 тыс ₸); отдаёт в 9.4 раза больше видимого входа; по числу получателей выше 97% узлов 3-го колена,3,False,False,1,0,1,7,1,11,69638.0,651830.0,0.0,0.0,1,2,0,1,0.00029974,0.00015425,1,2,1,0.0,0.9772,0.9023,0.9708,"out_degree,betweenness"
100000002371751100,peripheral,0.2967,38,0.3245,413,"Периферия, явных признаков нет: получает от 1 плательщ. (200 тыс ₸); платит 1 получат. (250 тыс ₸); отдаёт в 1.2 раза больше видимого входа; 100% уходит ≤2 дн. после поступления; повтор. маршрутов: 1",1,False,False,1,1,1,1,5,1,200000.0,250000.0,0.0,1.0,1,0,1,1,0.00052859,2e-07,0,0,0,0.0,0.6476,0.8153,0.6624,
100000001184915100,terminal,0.6735,4,0.3244,414,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (201 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,2,False,False,3,0,1,0,2,0,201000.0,0.0,1.0,0.0,1,0,0,1,0.00034952,0.0,1,0,0,0.0,0.0,0.6855,0.0,
100000007507343100,terminal,0.6419,8,0.3243,415,Конечная точка в данных: получает от 1 плательщ. (370 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,370000.0,0.0,1.0,0.0,1,0,0,0,0.00064162,0.0,1,0,0,0.0,0.0,0.7813,0.0,
100000003899899100,peripheral,0.4671,4,0.3243,416,"Периферия, явных признаков нет: получает от 2 плательщ. (218 тыс ₸); платит 1 получат. (10 тыс ₸); отдаёт дальше 5% полученного; 100% уходит ≤2 дн. после поступления",3,False,False,1,0,2,1,5,1,218500.0,10000.0,0.9542,1.0,1,0,0,0,0.00065398,1.942e-05,1,0,0,0.8414,0.6409,0.703,0.8033,
100000006445501100,terminal,0.6654,1,0.3242,417,Конечная точка в данных: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (91 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,4,1,1,0,1,0,91000.0,0.0,1.0,0.0,1,0,0,0,0.00029937,0.0,1,0,0,0.0,0.0,0.535,0.0,
100000008730021100,terminal,0.6079,1,0.324,418,Конечная точка в данных: деньги от 2 seed (1 напрямую); получает от 1 плательщ. (76 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,2,1,1,0,3,0,75555.0,0.0,1.0,0.0,1,0,0,1,0.00046814,0.0,1,0,0,0.0,0.0,0.482,0.0,
100000007898453100,peripheral,0.2786,9,0.3238,419,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (25 тыс ₸); платит 2 получат. (320 тыс ₸); отдаёт в 12.9 раза больше видимого входа; 94% уходит ≤2 дн. после поступления",2,False,False,2,0,1,2,1,2,24750.0,320000.0,0.0,0.9375,1,0,0,0,0.00033302,2.398e-05,1,1,0,0.0,0.7614,0.7636,0.8004,
100000005316708100,coordinator,0.4321,4,0.3236,420,Связующий узел между хабами: связан с 1+2 хабами (вход+выход); получает от 1 плательщ. (90 тыс ₸); платит 2 получат. (258 тыс ₸); отдаёт в 2.9 раза больше видимого входа,1,False,False,1,1,1,2,1,4,90000.0,257500.0,0.0,0.0,1,1,0,0,0.00029769,1.19e-06,1,2,1,0.0,0.7834,0.7686,0.7091,
100000005844459100,terminal,0.6946,3,0.3231,421,Конечная точка в данных: деньги от 2 seed (1 напрямую); получает от 2 плательщ. (243 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,2,1,2,0,2,0,243400.0,0.0,1.0,0.0,1,0,0,0,0.00033808,0.0,2,0,1,0.6624,0.0,0.7197,0.0,
100000001746925100,peripheral,0.6598,9,0.3229,422,"Периферия, явных признаков нет: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (65 тыс ₸); платит 1 получат. (5 тыс ₸); отдаёт дальше 8% полученного; повтор. маршрутов: 1",1,False,False,4,1,1,1,1,1,65250.0,5000.0,0.9234,0.0,1,0,0,1,0.00029863,0.00011889,1,0,0,0.0,0.6476,0.4628,0.8896,
100000004399686100,terminal,0.658,5,0.3225,423,Конечная точка в данных: получает от 1 плательщ. (806 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,2,0,806000.0,0.0,1.0,0.0,1,0,0,1,0.00057081,0.0,0,0,0,0.0,0.0,0.9188,0.0,
100000005133757100,consolidator,0.3601,27,0.3224,424,Признаки консолидации: деньги от 4 seed (1 напрямую); получает от 2 плательщ. (65 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,4,1,2,0,2,0,65000.0,0.0,1.0,0.0,1,0,0,1,0.00029941,0.0,2,0,1,0.6624,0.0,0.4374,0.0,
100000008279405100,terminal,0.628,2,0.3223,425,Конечная точка в данных: получает от 1 плательщ. (235 тыс ₸); повтор. маршрутов: 3; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,2,0,234738.0,0.0,1.0,0.0,1,0,0,3,0.00033333,0.0,1,0,0,0.0,0.0,0.7119,0.0,
100000002443664100,terminal,0.7578,11,0.3221,426,Конечная точка в данных: деньги от 2 seed; получает от 3 плательщ. (557 тыс ₸); до 3 плательщ. в один день; исходящих ≥5 тыс ₸ нет,2,False,False,2,0,3,0,3,0,556880.0,0.0,1.0,0.0,3,0,0,0,0.00033877,0.0,3,0,1,0.8503,0.0,0.8438,0.0,
100000008314203100,consolidator,0.4045,0,0.3216,427,Признаки консолидации: деньги от 3 seed (2 напрямую); получает от 2 плательщ. (382 тыс ₸); платит 2 получат. (327 тыс ₸); 49% уходит ≤2 дн. после поступления; повтор. маршрутов: 4,0,True,False,3,2,2,2,10,13,382076.0,327000.0,,0.4862,1,3,1,4,0.00050299,0.0,2,2,0,0.7,0.625,0.7375,0.0,
100000001689968100,consolidator,0.421,23,0.3197,428,Признаки консолидации: деньги от 3 seed; получает от 3 плательщ. (344 тыс ₸); по числу плательщиков выше 95% узлов 3-го колена; исходящих ≥5 тыс ₸ нет,3,False,False,3,0,3,0,3,0,344333.75,0.0,1.0,0.0,1,0,0,0,0.00033914,0.0,3,0,1,0.953,0.0,0.7868,0.0,in_degree
100000006745291100,terminal,0.6611,1,0.3194,429,Конечная точка в данных: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (83 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,4,1,1,0,1,0,82534.0,0.0,1.0,0.0,1,0,0,0,0.00029809,0.0,1,0,0,0.0,0.0,0.5011,0.0,
100000004587414100,consolidator,0.4163,23,0.3194,430,Признаки консолидации: деньги от 3 seed; получает от 2 плательщ. (534 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,2,0,2,0,533603.0,0.0,1.0,0.0,1,0,0,0,0.00031487,0.0,2,0,1,0.8414,0.0,0.8756,0.0,
100000002872399100,terminal,0.6603,17,0.3193,431,Конечная точка в данных: получает от 1 плательщ. (1.1 млн ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,9,0,1090000.0,0.0,1.0,0.0,1,0,0,1,0.00070577,0.0,0,0,0,0.0,0.0,0.948,0.0,
100000004889043100,consolidator,0.4226,30,0.3186,432,Признаки консолидации: деньги от 3 seed; получает от 2 плательщ. (272 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,3,0,2,0,4,0,272000.0,0.0,1.0,0.0,2,0,0,1,0.0002985,0.0,2,0,1,0.8414,0.0,0.7437,0.0,
100000004993576100,terminal,0.6651,4,0.3177,433,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (167 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,2,False,False,3,0,1,0,1,0,167000.0,0.0,1.0,0.0,1,0,0,1,0.0003387,0.0,1,0,0,0.0,0.0,0.6421,0.0,
100000004114962100,consolidator,0.3695,23,0.3176,434,Признаки консолидации: деньги от 3 seed; получает от 2 плательщ. (165 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,2,0,2,0,165000.0,0.0,1.0,0.0,1,0,0,0,0.00071129,0.0,1,0,1,0.8414,0.0,0.651,0.0,
100000005409156100,consolidator,0.3909,23,0.317,435,Признаки консолидации: деньги от 3 seed; получает от 2 плательщ. (260 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,2,0,2,0,260080.0,0.0,1.0,0.0,1,0,0,0,0.00042393,0.0,2,0,1,0.8414,0.0,0.7373,0.0,
100000004318918100,terminal,0.658,1,0.3166,436,Конечная точка в данных: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (76 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,4,1,1,0,1,0,75600.0,0.0,1.0,0.0,1,0,0,0,0.00029704,0.0,1,0,0,0.0,0.0,0.4841,0.0,
100000008746449100,distributor,0.3839,11,0.3163,437,Признаки веерной раздачи: получает от 1 плательщ. (10 тыс ₸); платит 10 получат. (1.0 млн ₸); отдаёт в 100.9 раза больше видимого входа; по числу получателей выше 98% узлов 3-го колена,3,False,False,1,0,1,10,1,10,10000.0,1009000.0,0.0,0.0,1,3,0,0,0.000287,0.00016598,1,0,0,0.0,0.9848,0.9429,0.9721,"out_degree,betweenness"
100000002670860100,terminal,0.712,16,0.316,438,Конечная точка в данных: деньги от 2 seed (1 напрямую); получает от 2 плательщ. (450 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,2,1,2,0,2,0,450000.0,0.0,1.0,0.0,1,0,0,0,0.00030895,0.0,2,0,1,0.6624,0.0,0.8153,0.0,
100000002936322100,terminal,0.7226,27,0.3156,439,Конечная точка в данных: деньги от 2 seed; получает от 2 плательщ. (787 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,2,0,2,0,2,0,787133.0,0.0,1.0,0.0,1,0,0,1,0.00036638,0.0,2,0,1,0.8414,0.0,0.9124,0.0,
100000001222263100,peripheral,0.4955,23,0.3146,440,"Периферия, явных признаков нет: деньги от 3 seed; получает от 1 плательщ. (746 тыс ₸); платит 1 получат. (420 тыс ₸); отдаёт дальше 56% полученного; по обороту выше 95% узлов 3-го колена",3,False,False,3,0,1,1,1,5,745570.0,420000.0,0.4367,0.7143,1,0,0,0,0.00030973,1.922e-05,1,0,0,0.0,0.6409,0.9518,0.7297,volume
100000008254069100,distributor,0.2395,1,0.3139,441,Признаки веерной раздачи: деньги от 2 seed; получает от 1 плательщ. (10 тыс ₸); платит 5 получат. (108 тыс ₸); отдаёт в 10.5 раза больше видимого входа; 9% уходит ≤2 дн. после поступления,2,False,False,2,0,1,5,2,6,10200.0,107500.0,0.0,0.093,1,1,0,0,0.00034249,9.351e-05,1,3,2,0.0,0.9002,0.5618,0.8764,
100000003042994100,terminal,0.635,4,0.3131,442,Конечная точка в данных: получает от 1 плательщ. (286 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,3,0,286086.0,0.0,1.0,0.0,1,0,0,1,0.00031633,0.0,1,0,0,0.0,0.0,0.741,0.0,
100000002847207100,terminal,0.6327,9,0.313,443,Конечная точка в данных: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (46 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,4,1,1,0,1,0,46243.0,0.0,1.0,0.0,1,0,0,1,0.00029483,0.0,1,0,0,0.0,0.0,0.3482,0.0,
100000006562026100,terminal,0.6474,45,0.3128,444,Конечная точка в данных: деньги от 2 seed (2 напрямую); получает от 2 плательщ. (75 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,2,2,2,0,6,0,75000.0,0.0,1.0,0.0,1,0,0,0,0.00068536,0.0,0,0,0,0.6624,0.0,0.4756,0.0,
100000004559194100,terminal,0.6345,4,0.3126,445,Конечная точка в данных: получает от 1 плательщ. (282 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,6,0,282145.0,0.0,1.0,0.0,1,0,0,1,0.0003159,0.0,1,0,0,0.0,0.0,0.7346,0.0,
100000008701944100,terminal,0.5926,1,0.3123,446,Конечная точка в данных: деньги от 2 seed (1 напрямую); получает от 1 плательщ. (52 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,2,1,1,0,1,0,52124.0,0.0,1.0,0.0,1,0,0,1,0.00041152,0.0,1,0,0,0.0,0.0,0.3885,0.0,
100000004325327100,peripheral,0.2405,30,0.312,447,"Периферия, явных признаков нет: деньги от 2 seed (1 напрямую); получает от 2 плательщ. (71 тыс ₸); платит 1 получат. (70 тыс ₸); отдаёт дальше 99% полученного; 100% уходит ≤2 дн. после поступления",1,False,False,2,1,2,1,3,1,70817.0,70000.0,0.0115,1.0,1,0,0,0,0.00029579,3.844e-05,2,0,1,0.6624,0.6476,0.6008,0.8195,
100000003321423100,terminal,0.6219,1,0.311,448,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (100 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,2,False,False,2,0,1,0,2,0,100000.0,0.0,1.0,0.0,1,0,0,1,0.0006711,0.0,1,0,0,0.0,0.0,0.5336,0.0,
100000001960517100,terminal,0.6483,13,0.3108,449,Конечная точка в данных: деньги от 2 seed (1 напрямую); получает от 1 плательщ. (200 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,2,1,1,0,1,0,200000.0,0.0,1.0,0.0,1,0,0,0,0.00035922,0.0,0,0,0,0.0,0.0,0.673,0.0,
100000002956769100,terminal,0.7385,11,0.3107,450,Конечная точка в данных: получает от 3 плательщ. (840 тыс ₸); по числу плательщиков выше 95% узлов 3-го колена; до 3 плательщ. в один день; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,3,0,3,0,840000.0,0.0,1.0,0.0,3,0,0,0,0.00038478,0.0,3,0,0,0.953,0.0,0.9264,0.0,in_degree
100000001875167100,terminal,0.7097,23,0.3107,451,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (1.0 млн ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,1,0,2,0,1000000.0,0.0,1.0,0.0,1,0,0,0,0.00031798,0.0,1,0,0,0.0,0.0,0.9404,0.0,
100000002748180100,distributor,0.4056,16,0.3105,452,Признаки веерной раздачи: получает от 1 плательщ. (10 тыс ₸); платит 8 получат. (680 тыс ₸); отдаёт в 68.7 раза больше видимого входа; по числу получателей выше 95% узлов 1-го колена,1,False,False,1,1,1,8,1,9,9900.0,679743.0,0.0,0.2648,1,0,0,0,0.00028721,8.52e-06,1,2,2,0.0,0.9597,0.8938,0.7495,out_degree
100000001884825100,terminal,0.7297,11,0.3104,453,Конечная точка в данных: получает от 3 плательщ. (495 тыс ₸); по числу плательщиков выше 95% узлов 3-го колена; повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,3,0,3,0,495000.0,0.0,1.0,0.0,2,0,0,1,0.0003401,0.0,3,0,0,0.953,0.0,0.8617,0.0,in_degree
100000001965374100,peripheral,0.6056,5,0.3103,454,"Периферия, явных признаков нет: получает от 2 плательщ. (1.8 млн ₸); платит 3 получат. (3.1 млн ₸); отдаёт в 1.8 раза больше видимого входа; по обороту выше 98% узлов 2-го колена; повтор. маршрутов: 1",2,False,False,1,0,2,3,8,5,1759720.0,3082100.0,0.0,0.2615,2,0,1,1,0.00128166,1.59e-06,0,0,0,0.731,0.8395,0.9805,0.6963,volume
100000008293431100,distributor,0.258,2,0.3103,455,Признаки веерной раздачи: получает от 1 плательщ. (15 тыс ₸); платит 5 получат. (297 тыс ₸); отдаёт в 19.8 раза больше видимого входа; по числу получателей выше 95% узлов 3-го колена,3,False,False,1,0,1,5,1,7,15000.0,297000.0,0.0,0.0,1,4,0,2,0.0002869,5.687e-05,1,3,1,0.0,0.9569,0.7716,0.9162,out_degree
100000004408683100,terminal,0.6412,4,0.3095,456,Конечная точка в данных: получает от 2 плательщ. (113 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,2,0,3,0,112919.68,0.0,1.0,0.0,1,0,0,1,0.00038531,0.0,1,0,0,0.6624,0.0,0.5775,0.0,
100000008595687100,peripheral,0.3437,4,0.3095,457,"Периферия, явных признаков нет: получает от 1 плательщ. (64 тыс ₸); платит 1 получат. (10 тыс ₸); отдаёт дальше 16% полученного; по посредничеству выше 97% узлов 3-го колена",3,False,False,1,0,1,1,1,1,64395.0,10400.0,0.8385,1.0,1,2,0,0,0.00030486,0.00030108,1,1,0,0.0,0.6409,0.4784,0.9784,betweenness
100000002193259100,peripheral,0.3531,29,0.3092,458,"Периферия, явных признаков нет: деньги от 2 seed; получает от 2 плательщ. (48 тыс ₸); платит 3 получат. (58 тыс ₸); отдаёт в 1.2 раза больше видимого входа; 69% уходит ≤2 дн. после поступления",2,False,False,2,0,2,3,2,3,48000.0,58000.0,0.0,0.6897,1,0,0,0,0.00089084,6.44e-05,1,1,0,0.731,0.8395,0.5488,0.8655,
100000005342513100,peripheral,0.5245,35,0.3076,459,"Периферия, явных признаков нет: получает от 1 плательщ. (235 тыс ₸); платит 1 получат. (30 тыс ₸); отдаёт дальше 13% полученного; 100% уходит ≤2 дн. после поступления; повтор. маршрутов: 1",3,False,False,1,0,1,1,2,1,235000.0,30000.0,0.8723,1.0,1,1,0,1,0.00108165,0.0,0,0,0,0.0,0.6409,0.7386,0.0,
100000006165886100,peripheral,0.4567,2,0.307,460,"Периферия, явных признаков нет: деньги от 2 seed; получает от 2 плательщ. (184 тыс ₸); платит 1 получат. (75 тыс ₸); отдаёт дальше 41% полученного; 100% уходит ≤2 дн. после поступления",3,False,False,2,0,2,1,2,1,184481.0,75000.0,0.5935,1.0,1,1,0,1,0.00029856,6.9e-07,2,0,1,0.8414,0.6409,0.736,0.6827,
100000003246024100,peripheral,0.3193,2,0.3067,461,"Периферия, явных признаков нет: получает от 1 плательщ. (25 тыс ₸); платит 1 получат. (5 тыс ₸); отдаёт дальше 20% полученного; по посредничеству выше 97% узлов 2-го колена",2,False,False,1,0,1,1,1,1,25000.0,5000.0,0.8,1.0,1,0,0,0,0.00037134,0.00161169,1,0,1,0.0,0.5835,0.2538,0.974,betweenness
100000003964910100,terminal,0.6997,10,0.3067,462,Конечная точка в данных: получает от 2 плательщ. (1.0 млн ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,2,0,2,0,1000000.0,0.0,1.0,0.0,2,0,0,0,0.00050936,0.0,2,0,0,0.8414,0.0,0.9404,0.0,
100000002448088100,peripheral,0.2619,9,0.3066,463,"Периферия, явных признаков нет: деньги от 2 seed; получает от 3 плательщ. (20 тыс ₸); платит 1 получат. (25 тыс ₸); отдаёт в 1.2 раза больше видимого входа; 100% уходит ≤2 дн. после поступления",3,False,False,2,0,3,1,3,1,20000.0,25000.0,0.0,1.0,2,0,0,0,0.00050866,2.081e-05,2,0,1,0.953,0.6409,0.3642,0.8388,in_degree
100000004424023100,peripheral,0.6741,4,0.3064,464,"Периферия, явных признаков нет: деньги от 4 seed; получает от 1 плательщ. (50 тыс ₸); платит 1 получат. (100 тыс ₸); отдаёт в 2.0 раза больше видимого входа",2,False,False,4,0,1,1,1,1,50000.0,100000.0,0.0,0.0,1,0,0,0,0.00097171,2.041e-05,1,0,0,0.0,0.5835,0.603,0.7852,
100000000201868100,peripheral,0.35,4,0.3061,465,"Периферия, явных признаков нет: получает от 1 плательщ. (190 тыс ₸); платит 1 получат. (190 тыс ₸); отдаёт дальше 100% полученного; 100% уходит ≤2 дн. после поступления",2,False,False,1,0,1,1,1,1,190000.0,190000.0,0.0,1.0,1,0,0,0,0.00097464,0.0,0,0,0,0.0,0.5835,0.7809,0.0,
100000000291906100,peripheral,0.4684,28,0.3052,466,"Периферия, явных признаков нет: получает от 2 плательщ. (388 тыс ₸); платит 2 получат. (456 тыс ₸); отдаёт в 1.2 раза больше видимого входа; 42% уходит ≤2 дн. после поступления",2,False,False,1,0,2,2,3,6,388000.0,455854.0,0.0,0.4187,1,0,0,0,0.00076294,7.807e-05,1,1,1,0.731,0.7614,0.8785,0.872,
100000001102676100,peripheral,0.2505,37,0.3051,467,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (50 тыс ₸); платит 1 получат. (50 тыс ₸); отдаёт дальше 100% полученного; 100% уходит ≤2 дн. после поступления",2,False,False,2,0,1,1,1,1,50000.0,50000.0,0.0,1.0,1,2,0,1,0.00031303,2.398e-05,1,1,1,0.0,0.5835,0.5336,0.8004,
100000004666651100,terminal,0.6707,9,0.3043,468,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (429 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,2,0,1,0,1,0,429250.0,0.0,1.0,0.0,1,0,0,0,0.00045754,0.0,0,0,0,0.0,0.0,0.8004,0.0,
100000001616816100,consolidator,0.4695,13,0.3039,469,"Признаки консолидации: деньги от 4 seed; получает от 5 плательщ. (176 тыс ₸); платит 3 получат. (181 тыс ₸); 69% уходит ≤2 дн. после поступления; seed, входящие занижены",0,True,False,4,0,5,3,12,10,176195.0,181326.0,,0.6939,1,2,0,0,0.00243466,0.0001047,1,1,1,0.9375,0.725,0.675,0.925,
100000002394199100,peripheral,0.4946,17,0.3026,470,"Периферия, явных признаков нет: получает от 1 плательщ. (277 тыс ₸); платит 1 получат. (77 тыс ₸); отдаёт дальше 28% полученного; 100% уходит ≤2 дн. после поступления",3,False,False,1,0,1,1,3,1,277398.0,76777.0,0.7232,1.0,1,0,0,0,0.00296785,0.0,0,0,0,0.0,0.6409,0.802,0.0,
100000004407753100,peripheral,0.47,12,0.3017,471,"Периферия, явных признаков нет: получает от 1 плательщ. (250 тыс ₸); платит 1 получат. (100 тыс ₸); отдаёт дальше 40% полученного; 100% уходит ≤2 дн. после поступления",3,False,False,1,0,1,1,4,1,250000.0,100000.0,0.6,1.0,1,0,0,0,0.00087856,0.0,0,0,0,0.0,0.6409,0.7944,0.0,
100000008430691100,peripheral,0.2857,4,0.3014,472,"Периферия, явных признаков нет: получает от 1 плательщ. (20 тыс ₸); платит 2 получат. (605 тыс ₸); отдаёт в 30.2 раза больше видимого входа; 97% уходит ≤2 дн. после поступления",3,False,False,1,0,1,2,1,2,20000.0,604900.0,0.0,0.9669,1,0,0,0,0.00030698,1.962e-05,1,1,0,0.0,0.8363,0.8947,0.8096,
100000008232832100,peripheral,0.6199,0,0.3013,473,"Периферия, явных признаков нет: деньги от 3 seed (1 напрямую); получает от 1 плательщ. (337 тыс ₸); платит 1 получат. (138 тыс ₸); отдаёт дальше 41% полученного",1,False,False,3,1,1,1,2,1,337000.0,138000.0,0.5905,0.0,1,0,0,0,0.00049423,0.0,1,1,0,0.0,0.6476,0.8301,0.0,
100000003873332100,peripheral,0.4205,15,0.3013,474,"Периферия, явных признаков нет: получает от 1 плательщ. (23 тыс ₸); платит 4 получат. (286 тыс ₸); отдаёт в 12.2 раза больше видимого входа; по посредничеству выше 97% узлов 1-го колена",1,False,False,1,1,1,4,1,8,23468.0,286000.0,0.0,0.0,1,0,0,2,0.00028997,0.00089356,1,1,1,0.0,0.9002,0.7558,0.9745,betweenness
100000002973903100,consolidator,0.3601,29,0.3011,475,Признаки консолидации: деньги от 3 seed (1 напрямую); получает от 3 плательщ. (93 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,3,1,3,0,3,0,92880.0,0.0,1.0,0.0,1,0,0,0,0.00031687,0.0,3,0,2,0.8429,0.0,0.5414,0.0,
100000002774456100,terminal,0.6411,1,0.3011,476,Конечная точка в данных: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (50 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,4,1,1,0,1,0,50363.0,0.0,1.0,0.0,1,0,0,0,0.00029321,0.0,1,0,0,0.0,0.0,0.3843,0.0,
100000001166289100,peripheral,0.5431,35,0.3007,477,"Периферия, явных признаков нет: получает от 2 плательщ. (721 тыс ₸); платит 1 получат. (25 тыс ₸); отдаёт дальше 3% полученного; 100% уходит ≤2 дн. после поступления",2,False,False,1,0,2,1,10,1,721039.0,25000.0,0.9653,1.0,1,0,0,0,0.00200213,0.0,1,0,0,0.731,0.5835,0.8698,0.0,
100000002156381100,peripheral,0.688,1,0.3007,478,"Периферия, явных признаков нет: деньги от 2 seed; получает от 2 плательщ. (61 тыс ₸); платит 1 получат. (22 тыс ₸); отдаёт дальше 36% полученного; 23% уходит ≤2 дн. после поступления",2,False,False,2,0,2,1,7,3,61000.0,21800.0,0.6426,0.2294,2,0,0,0,0.00108078,4.24e-05,1,0,0,0.731,0.5835,0.4816,0.833,
100000004737764100,terminal,0.6544,9,0.3006,479,Конечная точка в данных: получает от 1 плательщ. (600 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,600000.0,0.0,1.0,0.0,1,0,0,0,0.00067662,0.0,0,0,0,0.0,0.0,0.8883,0.0,
